term,docket,case_fetched,n_audio_sessions,transcripts_fetched,elapsed_sec,error
2013,12-7822,True,1,1,2.20,
2013,12-786,True,1,1,2.44,
2013,12-79,True,1,1,2.62,
2013,12-794,True,1,1,2.36,
2013,12-815,True,1,1,2.01,
2013,12-820,True,1,1,2.44,
2013,12-842,True,1,1,2.44,
2013,12-8561,True,1,1,2.50,
2013,12-872,True,1,1,2.26,
2013,12-873,True,1,1,2.95,
2013,12-895,True,1,1,2.64,
2013,12-9012,True,1,1,2.77,
2013,12-929,True,1,1,2.96,
2013,12-930,True,1,1,2.44,
2013,12-9490,True,1,1,2.70,
2013,12-99,True,1,1,2.74,
2013,12-992,True,1,1,1.42,
2013,13-113,True,0,0,0.84,
2013,13-115,True,1,1,3.33,
2013,13-132,True,2,2,3.49,
2013,13-193,True,1,1,2.26,
2013,13-298,True,1,1,2.29,
2013,13-299,True,1,1,1.43,
2013,13-301,True,1,1,2.04,
2013,13-316,True,1,1,3.33,
2013,13-317,True,1,1,2.17,
2013,13-339,True,1,1,2.59,
2013,13-354,True,1,1,2.74,
2013,13-369,True,1,1,2.48,
2013,13-461,True,1,1,2.25,
2013,13-483,True,1,1,2.07,
2013,13-551,True,0,0,0.56,
2013,13-5967,True,0,0,1.10,
2013,13-6440,True,0,0,0.89,
2013,13-9085,True,0,0,1.06,
2014,12-1226,True,1,1,2.97,
2014,12-1497,True,1,1,2.82,
2014,"126, ORIG.",False,0,0,0.48,"CaseNotFound: Oyez returned a 30-entry search list for 2014/126, ORIG. — no exact case match (likely non-standard docket format)"
2014,13-1010,True,1,1,2.57,
2014,13-1019,True,1,1,2.71,
2014,13-1032,True,1,1,2.34,
2014,13-1034,True,1,1,2.44,
2014,13-1041,True,1,1,2.28,
2014,13-1074,True,1,1,2.16,
2014,13-1080,True,1,1,2.29,
2014,13-1174,True,1,1,2.51,
2014,13-1175,True,1,1,2.68,
2014,13-1211,True,1,1,2.04,
2014,13-1314,True,1,1,2.55,
2014,13-1333,True,1,1,2.16,
2014,13-1352,True,1,1,2.14,
2014,13-1371,True,1,1,2.51,
2014,13-1402,True,1,1,2.28,
2014,13-1412,True,1,1,1.38,
2014,13-1421,True,1,1,2.02,
2014,13-1428,True,1,1,3.28,
2014,13-1433,True,1,1,1.44,
2014,13-1487,True,1,1,2.81,
2014,13-1499,True,1,1,2.69,
2014,13-271,True,1,1,2.16,
2014,13-352,True,1,1,2.31,
2014,13-433,True,1,1,2.44,
2014,13-435,True,1,1,2.35,
2014,13-485,True,1,1,2.29,
2014,13-502,True,1,1,2.43,
2014,13-517,True,1,1,2.12,
2014,13-534,True,1,1,1.56,
2014,13-550,True,1,1,2.64,
2014,13-553,True,1,1,2.34,
2014,13-604,True,1,1,0.00,
2014,13-628,True,1,1,2.43,
2014,13-6827,True,1,1,2.45,
2014,13-684,True,1,1,2.25,
2014,13-7120,True,2,2,3.92,
2014,13-719,True,1,1,2.43,
2014,13-720,True,1,1,1.37,
2014,13-7211,True,1,1,2.08,
2014,13-7451,True,1,1,3.15,
2014,13-854,True,1,1,2.28,
2014,13-894,True,1,1,2.29,
2014,13-895,True,1,1,2.77,
2014,13-896,True,1,1,1.42,
2014,13-9026,True,1,1,2.96,
2014,13-935,True,1,1,2.62,
2014,13-946,True,0,0,0.34,
2014,13-975,True,1,1,3.33,
2014,13-983,True,1,1,2.64,
2014,13-9972,True,1,1,2.57,
2014,13â1318,False,0,0,0.42,CaseNotFound: Oyez returned a 30-entry search list for 2014/13â1318 — no exact case match (likely non-standard docket format)
2014,14-103,True,1,1,2.81,
2014,14-114,True,1,1,2.71,
2014,14-116,True,1,1,1.45,
2014,14-144,True,1,1,4.14,
2014,14-15,True,1,1,2.54,
2014,14-185,True,1,1,1.90,
2014,14-212,True,0,0,0.36,
2014,14-275,True,1,1,2.22,
2014,14-378,True,1,1,1.99,
2014,14-400,True,1,1,1.93,
2014,14-46,True,1,1,1.99,
2014,14-556,True,2,2,4.00,
2014,14-593,True,0,0,0.89,
2014,14-618,True,0,0,1.05,
2014,14-6368,True,1,1,3.12,
2014,14-6873,True,0,0,0.26,
2014,14-7955,True,1,1,3.42,
2014,14-86,True,1,1,2.54,
2014,14-939,True,0,0,0.97,
2014,14â95,False,0,0,0.52,CaseNotFound: Oyez returned a 30-entry search list for 2014/14â95 — no exact case match (likely non-standard docket format)
2015,13-1067,True,1,1,3.36,
2015,13-1339,True,1,1,4.14,
2015,13-1496,True,1,1,4.11,
2015,14-10008,True,0,0,0.54,
2015,14-10078,True,0,0,1.35,
2015,14-10154,True,1,1,2.31,
2015,14-1095,True,1,1,2.40,
2015,14-1096,True,1,1,2.32,
2015,14-1132,True,1,1,2.38,
2015,14-1143,True,0,0,0.77,
2015,14-1146,True,1,1,2.76,
2015,14-1175,True,1,1,2.23,
2015,14-1209,True,1,1,2.78,
2015,14-1280,True,1,1,2.70,
2015,14-1372,True,0,0,0.58,
2015,14-1373,True,1,1,2.69,
2015,14-1375,True,1,1,2.60,
2015,14-1382,True,1,1,2.07,
2015,14-1406,True,1,1,2.17,
2015,14-1418,True,1,1,2.57,
2015,14-1457,True,1,1,2.32,
2015,14-1468,True,1,1,2.63,
2015,14-1504,True,1,1,2.90,
2015,14-1513,True,1,1,2.32,
2015,14-1516,True,1,1,3.04,
2015,14-181,True,1,1,2.41,
2015,14-232,True,1,1,3.36,
2015,14-280,True,1,1,2.76,
2015,14-361,True,1,1,2.72,
2015,14-419,True,1,1,2.73,
2015,14-449,True,2,2,3.46,
2015,14-462,True,1,1,2.36,
2015,14-510,True,1,1,2.19,
2015,14-520,True,1,1,2.46,
2015,14-613,True,1,1,2.43,
2015,14-614,True,1,1,2.38,
2015,14-6166,True,1,1,2.45,
2015,14-723,True,1,1,2.33,
2015,14-7505,True,1,1,2.45,
2015,14-770,True,1,1,2.88,
2015,14-8349,True,1,1,2.91,
2015,14-8358,True,1,1,2.23,
2015,14-840,True,1,1,1.95,
2015,14-844,True,1,1,2.09,
2015,14-848,True,0,0,0.68,
2015,14-857,True,1,1,3.20,
2015,14-8913,True,1,1,2.21,
2015,14-915,True,1,1,2.90,
2015,14-916,True,1,1,2.46,
2015,14-940,True,1,1,2.21,
2015,14-981,True,1,1,3.78,
2015,14-990,True,1,1,2.17,
2015,15-108,True,1,1,2.63,
2015,15-109,True,1,1,2.31,
2015,15-138,True,1,1,2.22,
2015,15-145,True,1,1,2.09,
2015,15-233,True,1,1,2.06,
2015,15-274,True,1,1,2.78,
2015,15-278,True,0,0,0.56,
2015,15-290,True,1,1,2.55,
2015,15-338,True,1,1,2.27,
2015,15-339,True,1,1,1.99,
2015,15-375,True,1,1,2.15,
2015,15-415,True,1,1,2.30,
2015,15-420,True,1,1,2.10,
2015,15-446,True,1,1,2.19,
2015,15-458,True,1,1,2.01,
2015,15-474,True,1,1,2.70,
2015,15-493,True,0,0,0.53,
2015,15-5040,True,1,1,2.93,
2015,15-5238,True,1,1,2.62,
2015,15-6092,True,1,1,2.39,
2015,15-6418,True,1,1,2.60,
2015,15-648,True,0,0,0.51,
2015,15-674,True,1,1,3.34,
2015,15-7,True,1,1,2.18,
2015,15-723,True,0,0,0.74,
2015,15-789,True,0,0,1.02,
2015,15-833,True,0,0,0.98,
2015,15-8366,True,0,0,1.07,
2015,"No. 137, Orig.",False,0,0,0.67,"CaseNotFound: Oyez returned a 30-entry search list for 2015/No. 137, Orig. — no exact case match (likely non-standard docket format)"
2016,14-1055,True,1,1,2.59,
2016,14-1538,True,1,1,2.14,
2016,14-9496,True,1,1,2.08,
2016,15-1031,True,1,1,2.13,
2016,15-1039,True,1,1,2.33,
2016,15-1111,True,1,1,2.45,
2016,15-118,True,1,1,2.49,
2016,15-1189,True,1,1,1.79,
2016,15-1191,True,1,1,1.58,
2016,15-1194,True,1,1,3.15,
2016,15-1248,True,1,1,1.96,
2016,15-1251,True,1,1,2.06,
2016,15-1256,True,1,1,2.45,
2016,15-1262,True,1,1,2.62,
2016,15-1293,True,1,1,2.18,
2016,15-1358,True,1,1,2.38,
2016,15-1391,True,1,1,2.45,
2016,15-1406,True,1,1,1.99,
2016,15-1500,True,1,1,2.10,
2016,15-1503,True,1,1,1.87,
2016,15-214,True,1,1,2.95,
2016,15-423,True,1,1,2.18,
2016,15-457,True,1,1,2.36,
2016,15-497,True,1,1,2.32,
2016,15-513,True,1,1,1.94,
2016,15-537,True,1,1,2.89,
2016,15-577,True,1,1,1.39,
2016,15-5991,True,1,1,3.14,
2016,15-606,True,1,1,2.12,
2016,15-628,True,1,1,2.33,
2016,15-649,True,1,1,2.74,
2016,15-680,True,1,1,2.28,
2016,15-7250,True,1,1,2.18,
2016,15-777,True,1,1,2.35,
2016,15-797,True,1,1,2.29,
2016,15-8049,True,1,1,2.12,
2016,15-827,True,1,1,2.59,
2016,15-8544,True,1,1,2.00,
2016,15-866,True,1,1,2.45,
2016,15-9173,True,0,0,0.64,
2016,15-9260,True,1,1,2.84,
2016,15-927,True,1,1,1.92,
2016,16-1023,True,0,0,0.68,
2016,16-1116,True,0,0,0.89,
2016,16-1177,True,0,0,1.01,
2016,16-142,True,1,1,2.86,
2016,16-149,True,1,1,1.93,
2016,16-240,True,1,1,2.22,
2016,16-254,True,1,1,1.93,
2016,16-309,True,1,1,2.73,
2016,16-32,True,1,1,2.00,
2016,16-327,True,1,1,2.81,
2016,16-341,True,1,1,2.17,
2016,16-348,True,1,1,2.88,
2016,16-349,True,1,1,2.25,
2016,16-369,True,1,1,2.62,
2016,16-373,True,1,1,2.14,
2016,16-399,True,1,1,2.43,
2016,16-405,True,1,1,2.12,
2016,16-466,True,1,1,2.52,
2016,16-529,True,1,1,2.42,
2016,16-5294,True,1,1,2.45,
2016,16-54,True,1,1,2.24,
2016,16-605,True,1,1,2.52,
2016,16-6219,True,1,1,2.29,
2016,16-6316,True,0,0,0.52,
2016,16-67,True,0,0,1.17,
2016,16-74,True,1,1,2.84,
2016,16-992,True,0,0,0.54,
2017,"137, Orig.",False,0,0,0.89,"CaseNotFound: Oyez returned a 30-entry search list for 2017/137, Orig. — no exact case match (likely non-standard docket format)"
2017,15-1204,True,2,2,4.81,
2017,15-1439,True,1,1,3.07,
2017,15-1485,True,1,1,2.32,
2017,15-1498,True,2,2,3.17,
2017,15-1509,True,1,1,2.36,
2017,16-1011,True,1,1,2.02,
2017,16-1017,True,0,0,0.58,
2017,16-1027,True,1,1,2.90,
2017,16-1067,True,1,1,2.39,
2017,16-111,True,1,1,1.47,
2017,16-1140,True,1,1,4.02,
2017,16-1144,True,1,1,3.19,
2017,16-1150,True,1,1,2.65,
2017,16-1161,True,1,1,2.20,
2017,16-1215,True,1,1,2.10,
2017,16-1220,True,1,1,2.70,
2017,16-1276,True,1,1,1.93,
2017,16-1348,True,1,1,2.72,
2017,16-1362,True,1,1,2.10,
2017,16-1371,True,1,1,2.43,
2017,16-1423,True,0,0,0.71,
2017,16-1432,True,1,1,2.63,
2017,16-1435,True,1,1,2.67,
2017,16-1454,True,1,1,2.31,
2017,16-1466,True,1,1,1.39,
2017,16-1468,True,0,0,1.15,
2017,16-1495,True,1,1,2.97,
2017,16-1519,True,1,1,2.25,
2017,16-285,True,1,1,2.46,
2017,16-299,True,1,1,2.19,
2017,16-402,True,1,1,2.69,
2017,16-424,True,1,1,2.13,
2017,16-460,True,1,1,2.27,
2017,16-476,True,1,1,2.52,
2017,16-498,True,1,1,2.54,
2017,16-499,True,1,1,2.44,
2017,16-534,True,1,1,2.17,
2017,16-658,True,1,1,2.10,
2017,16-6795,True,1,1,2.32,
2017,16-6855,True,1,1,2.33,
2017,16-712,True,1,1,2.34,
2017,16-784,True,1,1,2.46,
2017,16-8255,True,1,1,2.40,
2017,16-9493,True,1,1,2.07,
2017,16-961,True,1,1,2.42,
2017,16-969,True,1,1,2.36,
2017,16-980,True,1,1,2.73,
2017,17-1106,True,0,0,0.52,
2017,17-130,True,1,1,2.80,
2017,17-1364,True,0,0,0.49,
2017,17-155,True,1,1,2.61,
2017,17-193,True,0,0,0.54,
2017,17-2,True,1,1,2.73,
2017,17-21,True,1,1,2.05,
2017,17-269,True,1,1,2.42,
2017,17-312,True,1,1,2.62,
2017,17-333,True,1,1,2.42,
2017,17-387,True,1,1,2.30,
2017,17-43,True,1,1,2.26,
2017,17-432,True,1,1,2.06,
2017,17-459,True,1,1,2.33,
2017,17-467,True,0,0,0.57,
2017,17-494,True,1,1,2.50,
2017,17-515,True,0,0,0.60,
2017,17-530,True,1,1,3.49,
2017,17-5639,True,1,1,2.98,
2017,17-5716,True,1,1,1.94,
2017,17-586,True,1,1,2.44,
2017,17-6075,True,0,0,0.54,
2017,17-654,True,0,0,1.03,
2017,17-742,True,0,0,0.95,
2017,17-801,False,0,0,0.96,CaseNotFound: Oyez returned a 30-entry search list for 2017/17-801 — no exact case match (likely non-standard docket format)
2017,17-965,True,1,1,3.37,
2017,22O141,False,0,0,0.56,CaseNotFound: Oyez returned a 30-entry search list for 2017/22O141 — no exact case match (likely non-standard docket format)
2017,"No. 142, Orig.",False,0,0,0.88,"CaseNotFound: Oyez returned a 30-entry search list for 2017/No. 142, Orig. — no exact case match (likely non-standard docket format)"
2018,16-1094,True,1,1,2.77,
2018,16-1275,True,1,1,2.15,
2018,16-1363,True,1,1,2.25,
2018,16-1498,True,1,1,2.56,
2018,17-1011,True,1,1,1.84,
2018,17-1026,True,1,1,2.50,
2018,17-1042,True,1,1,1.92,
2018,17-1077,True,1,1,2.34,
2018,17-1091,True,1,1,2.16,
2018,17-1094,True,1,1,2.16,
2018,17-1104,True,1,1,2.15,
2018,17-1174,True,1,1,2.11,
2018,17-1184,True,1,1,2.12,
2018,17-1201,True,1,1,2.42,
2018,17-1229,True,1,1,2.09,
2018,17-1272,True,1,1,2.29,
2018,17-1299,True,1,1,1.94,
2018,17-1307,True,1,1,2.19,
2018,17-1471,True,1,1,2.50,
2018,17-1484,True,1,1,2.33,
2018,17-1594,True,1,1,2.17,
2018,17-1606,True,1,1,2.23,
2018,17-1625,True,1,1,2.10,
2018,17-1657,True,1,1,2.29,
2018,17-1660,True,0,0,0.53,
2018,17-1672,True,1,1,2.65,
2018,17-1702,True,1,1,2.60,
2018,17-1705,True,1,1,2.60,
2018,17-1717,True,1,1,3.06,
2018,17-204,True,1,1,2.17,
2018,17-290,True,1,1,2.07,
2018,17-340,True,1,1,1.81,
2018,17-419,True,1,1,2.67,
2018,17-532,True,1,1,2.38,
2018,17-5554,True,1,1,2.24,
2018,17-571,True,1,1,1.98,
2018,17-587,True,1,1,2.03,
2018,17-6086,True,1,1,2.15,
2018,17-646,True,1,1,2.64,
2018,17-647,True,2,2,4.00,
2018,17-71,True,1,1,2.24,
2018,17-7505,True,1,1,2.07,
2018,17-765,True,1,1,2.13,
2018,17-773,True,1,1,2.17,
2018,17-778,True,1,1,2.05,
2018,17-8151,True,1,1,3.35,
2018,17-8995,True,1,1,2.53,
2018,17-949,True,1,1,2.10,
2018,17-9560,True,1,1,2.48,
2018,17-9572,True,1,1,2.24,
2018,17-961,True,1,1,2.54,
2018,17-988,True,1,1,2.41,
2018,18-15,True,1,1,2.18,
2018,18-266,True,1,1,2.02,
2018,18-272,True,0,0,0.52,
2018,18-281,True,1,1,2.62,
2018,18-302,True,1,1,2.22,
2018,18-315,True,1,1,2.04,
2018,18-389,True,1,1,2.19,
2018,18-422,True,1,1,1.41,
2018,18-431,True,1,1,3.33,
2018,18-443,True,0,0,0.91,
2018,18-457,True,1,1,2.60,
2018,18-459,True,1,1,2.36,
2018,18-481,True,1,1,2.18,
2018,18-483,True,0,0,0.76,
2018,18-485,True,1,1,2.43,
2018,18-489,True,1,1,2.05,
2018,18-525,True,1,1,2.05,
2018,18-56,True,0,0,0.56,
2018,18-6210,True,1,1,2.80,
2018,18-96,True,1,1,2.09,
2018,18-966,True,1,1,2.78,
2019,17-1268,True,1,1,2.32,
2019,17-1498,True,1,1,2.55,
2019,17-1618,True,1,1,2.96,
2019,17-1678,True,1,1,3.18,
2019,17-1712,True,1,1,2.45,
2019,17-834,True,1,1,2.24,
2019,18-1023,True,1,1,2.16,
2019,18-1048,True,1,1,2.15,
2019,18-1059,True,1,1,2.26,
2019,18-1086,True,1,1,2.45,
2019,18-1109,True,1,1,2.25,
2019,18-1116,True,1,1,2.30,
2019,18-1150,True,1,1,2.14,
2019,18-1165,True,1,1,2.06,
2019,18-1171,True,1,1,2.54,
2019,18-1195,True,1,1,2.75,
2019,18-1233,True,1,1,2.35,
2019,18-1269,True,1,1,2.32,
2019,18-1323,True,1,1,2.32,
2019,18-1334,True,1,1,2.56,
2019,18-1432,True,1,1,2.02,
2019,18-1501,True,1,1,1.82,
2019,18-1584,True,1,1,2.58,
2019,18-260,True,1,1,2.35,
2019,18-280,True,1,1,2.16,
2019,18-328,True,1,1,2.01,
2019,18-556,True,1,1,3.23,
2019,18-565,True,1,1,2.29,
2019,18-587,True,1,1,2.79,
2019,18-5924,True,1,1,2.18,
2019,18-6135,True,1,1,2.21,
2019,18-6662,True,1,1,2.08,
2019,18-6943,True,1,1,1.99,
2019,18-725,True,1,1,2.31,
2019,18-7739,True,1,1,1.94,
2019,18-776,True,1,1,2.05,
2019,18-801,True,1,1,2.11,
2019,18-8369,True,1,1,1.89,
2019,18-877,True,1,1,2.35,
2019,18-882,True,1,1,2.26,
2019,18-916,True,1,1,2.17,
2019,18-921,False,0,0,0.45,CaseNotFound: Oyez returned a 30-entry search list for 2019/18-921 — no exact case match (likely non-standard docket format)
2019,18-935,True,1,1,2.83,
2019,18-938,True,1,1,2.10,
2019,18-9526,True,1,1,2.34,
2019,18-9674,False,0,0,0.51,CaseNotFound: Oyez returned a 30-entry search list for 2019/18-9674 — no exact case match (likely non-standard docket format)
2019,19-122,True,0,0,1.02,
2019,19-161,True,1,1,2.69,
2019,19-177,True,1,1,2.05,
2019,19-267,True,1,1,2.40,
2019,19-431,True,1,1,2.65,
2019,19-46,True,1,1,2.15,
2019,19-465,True,1,1,2.17,
2019,19-518,True,1,1,2.11,
2019,19-5421,False,0,0,0.41,CaseNotFound: Oyez returned a 30-entry search list for 2019/19-5421 — no exact case match (likely non-standard docket format)
2019,19-631,True,1,1,3.26,
2019,19-635,True,1,1,2.53,
2019,19-67,True,1,1,2.10,
2019,19-7,True,1,1,2.20,
2019,19-715,True,1,1,2.43,
2020,18-1259,True,1,1,2.26,
2020,18-1447,True,1,1,2.31,
2020,18-540,True,1,1,2.12,
2020,18-956,True,1,1,2.46,
2020,19-1039,True,1,1,2.54,
2020,19-108,True,1,1,2.02,
2020,19-1108,False,0,0,0.44,CaseNotFound: Oyez returned a 30-entry search list for 2020/19-1108 — no exact case match (likely non-standard docket format)
2020,19-1155,True,1,1,3.15,
2020,19-1189,True,1,1,2.29,
2020,19-123,True,1,1,2.67,
2020,19-1231,True,1,1,2.38,
2020,19-1257,True,1,1,3.86,
2020,19-1261,False,0,0,0.40,CaseNotFound: Oyez returned a 30-entry search list for 2020/19-1261 — no exact case match (likely non-standard docket format)
2020,19-1302,True,0,0,1.06,
2020,19-1414,True,1,1,2.72,
2020,19-1434,True,1,1,2.44,
2020,19-1442,True,1,1,2.20,
2020,19-199,True,1,1,2.15,
2020,19-251,True,1,1,2.47,
2020,19-292,True,1,1,2.42,
2020,19-309,True,1,1,2.17,
2020,19-351,True,1,1,2.51,
2020,19-357,True,1,1,2.86,
2020,19-368,True,1,1,2.18,
2020,19-416,True,1,1,2.30,
2020,19-422,True,1,1,2.51,
2020,19-438,True,1,1,1.99,
2020,19-508,True,1,1,1.92,
2020,19-511,True,1,1,2.50,
2020,19-5410,True,1,1,2.08,
2020,19-546,True,1,1,2.07,
2020,19-547,True,1,1,2.00,
2020,19-5807,True,1,1,2.28,
2020,19-71,True,1,1,1.99,
2020,19-783,True,1,1,1.96,
2020,19-840,True,1,1,2.73,
2020,19-863,True,1,1,2.16,
2020,19-8709,True,1,1,1.95,
2020,19-897,True,1,1,2.16,
2020,19-930,True,1,1,2.01,
2020,19-963,True,1,1,2.08,
2020,19-968,True,1,1,2.63,
2020,20-107,True,1,1,2.29,
2020,20-1084,False,0,0,0.48,CaseNotFound: Oyez returned a 30-entry search list for 2020/20-1084 — no exact case match (likely non-standard docket format)
2020,20-1212,False,0,0,0.95,CaseNotFound: Oyez returned a 30-entry search list for 2020/20-1212 — no exact case match (likely non-standard docket format)
2020,20-157,True,1,1,3.36,
2020,20-18,True,1,1,2.67,
2020,20-222,True,1,1,2.55,
2020,20-255,True,1,1,1.49,
2020,20-297,True,1,1,3.74,
2020,20-315,True,1,1,2.10,
2020,20-334,True,1,1,2.38,
2020,20-366,True,1,1,2.55,
2020,20-382,True,1,1,2.10,
2020,20-391,False,0,0,0.52,CaseNotFound: Oyez returned a 30-entry search list for 2020/20-391 — no exact case match (likely non-standard docket format)
2020,20-437,True,1,1,2.45,
2020,20-440,True,1,1,2.43,
2020,20-472,True,1,1,2.46,
2020,20-507,False,0,0,0.42,CaseNotFound: Oyez returned a 30-entry search list for 2020/20-507 — no exact case match (likely non-standard docket format)
2020,20-512,True,1,1,3.06,
2020,20-543,True,1,1,2.99,
2020,20-5904,True,1,1,2.45,
2020,20-940,False,0,0,0.40,CaseNotFound: Oyez returned a 30-entry search list for 2020/20-940 — no exact case match (likely non-standard docket format)
2020,22O142,False,0,0,1.02,CaseNotFound: Oyez returned a 30-entry search list for 2020/22O142 — no exact case match (likely non-standard docket format)
2020,22O65,False,0,0,1.06,CaseNotFound: Oyez returned a 30-entry search list for 2020/22O65 — no exact case match (likely non-standard docket format)
2021,19-1392,True,1,1,2.03,
2021,19-1401,True,1,1,3.08,
2021,19-896,True,1,1,2.15,
2021,20-1009,True,1,1,1.95,
2021,20-1029,True,1,1,2.46,
2021,20-1034,True,1,1,1.57,
2021,20-1088,True,1,1,3.42,
2021,20-1114,True,1,1,2.43,
2021,20-1143,True,1,1,1.89,
2021,20-1263,True,1,1,2.64,
2021,20-1312,True,1,1,2.20,
2021,20-1410,True,1,1,2.79,
2021,20-1459,True,1,1,3.67,
2021,20-1472,True,1,1,2.22,
2021,20-1530,True,1,1,3.15,
2021,20-1539,False,0,0,0.46,CaseNotFound: Oyez returned a 30-entry search list for 2021/20-1539 — no exact case match (likely non-standard docket format)
2021,20-1566,True,1,1,2.57,
2021,20-1573,True,1,1,2.10,
2021,20-1641,True,1,1,2.75,
2021,20-1650,True,1,1,2.47,
2021,20-1668,False,0,0,0.40,CaseNotFound: Oyez returned a 30-entry search list for 2021/20-1668 — no exact case match (likely non-standard docket format)
2021,20-1775,True,1,1,3.39,
2021,20-1800,True,1,1,1.38,
2021,20-219,True,1,1,2.90,
2021,20-303,True,1,1,2.40,
2021,20-322,True,1,1,2.06,
2021,20-443,True,1,1,2.33,
2021,20-480,True,1,1,2.14,
2021,20-493,True,1,1,2.85,
2021,20-5279,True,1,1,3.28,
2021,20-601,True,1,1,2.24,
2021,20-603,True,1,1,2.50,
2021,20-637,True,1,1,2.39,
2021,20-659,True,1,1,2.63,
2021,20-7622,True,1,1,2.26,
2021,20-804,True,1,1,2.23,
2021,20-807,True,1,1,2.67,
2021,20-826,True,1,1,2.35,
2021,20-827,True,1,1,2.70,
2021,20-828,True,1,1,2.83,
2021,20-843,True,1,1,1.46,
2021,20-915,True,1,1,2.90,
2021,20-979,True,1,1,2.41,
2021,21-12,True,1,1,2.99,
2021,21-147,True,1,1,2.62,
2021,21-234,True,1,1,2.85,
2021,21-248,True,1,1,2.40,
2021,21-309,True,1,1,2.13,
2021,21-328,True,1,1,2.29,
2021,21-401,True,1,1,2.64,
2021,21-404,True,1,1,2.04,
2021,21-418,True,1,1,1.50,
2021,21-429,True,1,1,3.16,
2021,21-439,True,1,1,2.52,
2021,21-441,True,1,1,2.52,
2021,21-463,True,1,1,2.91,
2021,21-499,True,1,1,2.25,
2021,21-511,True,1,1,1.97,
2021,21-5592,True,1,1,2.58,
2021,21-5726,True,1,1,1.83,
2021,21-588,True,1,1,2.71,
2021,21-954,True,1,1,2.85,
2021,21A240,True,1,1,2.90,
2021,21A244,True,1,1,3.00,
2021,22O143,False,0,0,0.40,CaseNotFound: Oyez returned a 30-entry search list for 2021/22O143 — no exact case match (likely non-standard docket format)
2022,20-1199,True,1,1,3.47,
2022,21-1043,True,1,1,2.49,
2022,21-1052,True,1,1,2.62,
2022,21-1086,True,1,1,2.77,
2022,21-1158,True,1,1,2.40,
2022,21-1164,True,1,1,2.10,
2022,21-1168,True,1,1,2.99,
2022,21-1170,True,1,1,2.06,
2022,21-1195,True,1,1,2.36,
2022,21-1270,True,1,1,2.43,
2022,21-1271,True,1,1,4.17,
2022,21-1326,True,1,1,2.59,
2022,21-1333,True,1,1,3.32,
2022,21-1397,True,1,1,2.28,
2022,21-1436,True,1,1,2.10,
2022,21-1449,True,1,1,1.39,
2022,21-1450,True,1,1,3.40,
2022,21-1454,True,1,1,2.74,
2022,21-1484,True,1,1,3.07,
2022,21-1496,True,1,1,3.97,
2022,21-1576,True,1,1,3.21,
2022,21-1599,True,1,1,2.02,
2022,21-376,True,1,1,4.13,
2022,21-432,True,1,1,1.79,
2022,21-442,True,1,1,2.24,
2022,21-454,True,1,1,2.99,
2022,21-468,True,1,1,3.32,
2022,21-476,True,1,1,3.48,
2022,21-757,True,1,1,2.65,
2022,21-806,True,1,1,2.56,
2022,21-846,True,1,1,2.11,
2022,21-857,True,1,1,2.27,
2022,21-86,True,1,1,2.33,
2022,21-869,True,1,1,1.50,
2022,21-887,True,1,1,3.03,
2022,21-908,True,1,1,2.37,
2022,21-984,True,1,1,2.79,
2022,22-10,True,1,1,2.88,
2022,22-105,True,1,1,2.62,
2022,22-138,True,1,1,1.49,
2022,22-148,True,1,1,1.90,
2022,22-166,True,1,1,3.55,
2022,22-174,True,1,1,3.36,
2022,22-179,True,1,1,2.91,
2022,22-196,True,1,1,2.65,
2022,22-200,True,1,1,2.41,
2022,22-210,True,1,1,2.10,
2022,22-227,True,1,1,2.17,
2022,22-23,True,1,1,3.23,
2022,22-381,True,1,1,2.10,
2022,22-49,True,1,1,2.23,
2022,22-506,True,1,1,2.93,
2022,22-535,True,1,1,2.54,
2022,22-58,True,1,1,3.22,
2022,22-714,True,0,0,0.48,
2022,22-96,True,1,1,2.65,
2022,22O145,True,1,1,2.10,
2022,22O156,False,0,0,0.44,CaseNotFound: Oyez returned a 30-entry search list for 2022/22O156 — no exact case match (likely non-standard docket format)
2023,22-1008,True,1,1,3.03,
2023,22-1025,True,1,1,2.75,
2023,22-1074,True,1,1,2.62,
2023,22-1078,True,1,1,2.09,
2023,22-1079,True,1,1,2.63,
2023,22-1165,True,1,1,2.22,
2023,22-1178,True,1,1,2.37,
2023,22-1218,True,1,1,1.93,
2023,22-1238,True,1,1,2.25,
2023,22-193,True,1,1,3.18,
2023,22-277,True,1,1,3.31,
2023,22-324,True,1,1,3.15,
2023,22-340,True,1,1,2.88,
2023,22-429,True,1,1,2.89,
2023,22-448,True,1,1,2.89,
2023,22-451,True,1,1,2.27,
2023,22-500,True,1,1,2.27,
2023,22-529,True,1,1,2.97,
2023,22-585,True,1,1,2.70,
2023,22-611,True,1,1,2.37,
2023,22-6389,True,1,1,2.70,
2023,22-660,True,1,1,2.80,
2023,22-666,True,1,1,2.72,
2023,22-674,True,1,1,3.06,
2023,22-704,True,1,1,2.20,
2023,22-721,True,1,1,2.25,
2023,22-7386,True,1,1,1.94,
2023,22-800,True,1,1,3.17,
2023,22-807,True,1,1,1.46,
2023,22-842,True,1,1,2.89,
2023,22-846,True,1,1,2.71,
2023,22-859,True,1,1,3.65,
2023,22-888,True,1,1,3.34,
2023,22-899,True,1,1,2.75,
2023,22-913,True,1,1,1.52,
2023,22-915,True,1,1,3.18,
