extreme_class,caseId,caseName,justiceName,unanimous,voted_petitioner,emb_proba,bow_proba,word_count,text
top_petitioner,2023-015,LOPER BRIGHT ENTERPRISES v. RAIMONDO,BMKavanaugh,0,1,0.9169508479237107,0.638630906648169,467,"I --I was going to say that, but yeah. A couple questions. First, on Skidmore, I just want to say how I've thought about it, and you can tell me whether this is wrong, that it respects contemporaneous and consistent interpretati ons as evidence of the proper original meaning of the statute because that's kind of common sense in statutory interpretation more generally, that if an interpretation was contemporaneous and consistent, it's more likely to be correct. So that's respect, but the word ""deference"" I wouldn't have --wouldn't have used there. Right. A big difference between Skidmore and Chevron -- there are others -- is, when the agency changes position every four years, that's going to still get Chevron deference, but Skidmore, with respect to that interpretation, would drop out because it's not been a consistent and contemporaneous -- consistent from the contemporaneous understanding of the statute. Then Justice Kagan raises an important point about judicial restraint or humility in terms of Chevron, and that --that's an important concern for any judge. I think the flip side, why this is hard, the other concern for any judge is abdication to the executive branch running roughshod over limits established in the Constitution or, in this case, by Congress. So I think we've got to find the -- that's -- that's why it's hard, find the right balance between restraint and letting the executive get away with too much. On that front, do you --there was questions earlier, do judges really rely on Chevron? You want to speak to that? One last question. If Chevron were overruled, I think your brief says, we should go ahead and decide the issue, the statutory issue in this case. Can you speak very briefly to why? Thank you. Thank you. On that --on that point, some of the amicus briefs and the briefs point out the experience of some of the states with Chevron. Some states don't have Chevron, and other states have had something like Chevron but have eliminated it in recent years and decades, and their experience, they say, has shown that it's plenty workable in such a regime. So I just want to make sure you can respond to that. On -- on the adjudications front, I think one of the amicus briefs talks specifically about the NLRB in particular and kind of how that agency moves from pillar to post fairly often and the concern raised there because that is a situation you -- you can't adjust your behavior ahead of time necessarily based on a new rule, a new changed interpretation, when it's done in the particular case and affects the people who didn't have notice. Do you have any response to that brief or that scenario, or want to tell me why that's wrong? Thank you."
top_petitioner,2023-059,STARBUCKS CORP. v. MCKINNEY,JGRoberts,0,1,0.8981346580483675,0.7157710914928332,194,"We'll hear argument next in Case 23-367, Starbucks Corporation versus McKinney. Ms. Blatt. Justice Thomas? Justice Alito? Justice Kagan? Justice Gorsuch? Justice Barrett? And Justice Jackson? Okay. Thank you, counsel. Mr. Raynor. Counsel, you mentioned that it's a small number of --I forget exactly your framing -- that -- that, what, reached the question in court about the application of the factors? Yes. And you said therefore we should assume what? Well -- Well, I don't know why the inference -- I don't know why the inference isn't the exact opposite, that these are the ones that you really feel that you've got to put, you know, the best behind them because these are the ones that are going to end up in court, the ones that are most vulnerable. Thank you, counsel. Do you agree with your friend on the other side that we can dispose of this in a short opinion? (Laughter.) Thank you. Justice Thomas? Justice Alito? Justice Sotomayor? Justice Kagan? Justice Barrett? Justice Barrett? Justice Jackson? Thank you, counsel. Rebuttal, Ms. Blatt? REBUTTAL ARGUMENT OF LISA S. BLATT ON BEHALF OF THE PETITIONER Thank you, counsel. The case is submitted."
top_petitioner,2023-015,LOPER BRIGHT ENTERPRISES v. RAIMONDO,NMGorsuch,0,1,0.8955322105809344,0.6283803403260386,976,"That's never what Skidmore has been understood to mean or said. It said that the persuasiveness of the government's interpretation depends upon the circumstances. And some of those you enumerated. Call it what you will, that's what it is, right? I -- I -- I -- Yeah. One lesson of humility is admit when you're wrong. Justice Scalia, who took Chevron, which nobody understood to include this two -step move as originally written, turned it into what we now know, and late in life, he came to regret that decision. What do we make of that lesson about humility? Thank you. General, yeah, that's really good -- again, we're back to the same question the Chief had of -- of Mr. Clement. That's a really good statutory interpretation argument, sounds like exactly the bread and butter of what we do every single day. And we can resolve that, right? The fact that you think it's clear and Mr. Clement thinks it's clear but a court below thought it was ambiguous should tell us something, shouldn't it? But you think it does. You think yes -- -- yes, you think you win under step one, and so does Mr. Clement. And yet here we are. Yeah, because we have this ambiguous ambiguity trigger that nobody knows what it means. Now let me just ask you about the delegation, your -- your -- your example in -- in the opening, which is interesting. I -- I totally understand a statute that does delegate, you know, you make up what rate you think, and -- and -- and that might pose a delegation problem, might not, fine, but we know Congress delegated it. That's one thing. What you're asking us to do is infer from a linguistic ambiguity that may not be the product of any intent at all, Pulsifer, ""and"" might mean ""or"" in some circumstances and infer from that not that we should go to look at statutory context and other clues within the -- the statute itself to determine who has the better reading, but the government should always win that case. That seems to me very different -- Just to -- sorry, just to finish up. I -- I understand the delegation in one context, but I struggle to see that we should infer the fiction of delegation in the second always and necessarily. All right. I'm sorry. Have at it. Let me just ask you about Michigan versus EPA too, because that had a very broad --it was somewhere between the example you gave of agency, go forth and come up with rules and a linguistic ambiguity about the meaning of the word ""and,"" and it said essentially appropriate, necessary. Yet the Court found there were outer boundaries even there that -- that can be exceeded, right? So courts can -- can do that, right? There was a binary answer in Michigan versus EPA, right? Well, that -- that -- that notice point is very important, it seems to me, to your argument because the rationality of a supposition that Congress would want to favor the government, rather than a supposition, equally rational, that it would want to favor individual liberty is made a little more weighty if you assume that the government's provided everybody a notice and opportunity to be heard. But often the government seeks deference for adjudications between individual parties and then apply that to everybody without notice to them, or deference for interpretive rules for which no notice-and-comment, let alone formal rulemaking or adjudicatory proceedings, is required. And so there are many circumstances in which the government does seek deference for a view of the law that affected parties had no chance to be heard about. What do we do with that? So you'd have us Kisorize that? Well, nobody knows what Mead means. I mean, it's got seven factors to it, and the lower courts complain about that too. So I'm not -- I don't --I don't know about that. I mean, you know, is that another factor we're going to add to Mead? Okay. So -- -- so interpretive rules would be out under your new -- A harder question, but do -- are they ruled in or out on your theory? What would you have us do? What would you have us do with interpretive rules, is my question, not Mead. I mean, I don't know what to do with Mead, but -- Some -- some -- -- sometimes notice is required and sometimes it isn't. How about -- how about adjudications? You keep those in, I'm sure. Yeah. Except for everybody gets to litigate their case, everybody -- -- until there's a final decision by this Court. As a matter of precedent possibly within that jurisdiction, but even that person who's bound by the precedent can appeal it all the way to the Supreme Court. Everybody gets their day in court. Versus, under -- under your view, many people without notice, any notice or any chance to be heard, are bound. Well, of course, they're not going to have notice about somebody else's case, but when the government comes for them, they get to take their case to court. They get a neutral judge. They get to -- they get to appeal. Okay. Yes. It has provided for notice and -- it provided for formal and informal --formal rulemaking and adjudications, and it anticipated most rules would be resolved that way. In fact, they aren't. For a long time, the -- those processes haven't been used, and -- and agencies rely on informal adjudications and informal rulemakings. And really now today, perhaps as a product of Chevron at two, agencies have -- have abdicated that and are moving more and more toward interpretive rules where they don't have to provide notice -and -comment. Okay. Thank you."
top_petitioner,2023-041,MURTHY v. MISSOURI,NMGorsuch,0,0,0.8756574863285159,0.6464117207194955,794,"So -- so, Mr. Fletcher, I --I -- I just want to nail down what your views are on -- on the legal standards. On traceability, you're not disputing that a motivating factor is enough. Okay. And then, on redressability, what's your view of the legal standard the Court should be applying? In -- in Massachusetts versus EPA, we said likely to some extent. Does that strike you as correct? To some degree. Is that an -- an acceptable standard to the government? I just --I just want to know what my yardstick that I'm supposed to measure these allegations against, and there's not a lot in your brief about it. So I take likely from Lujan. I take to some extent from Massachusetts versus EPA. And I take the statement in Larson that it doesn't have to redress every injury. You agree with all of that? And do you agree -- But do you agree with that standard, though, that -- that to some extent, if -- if they could show that --that their injury would be remedied to some extent by an injunction, that that would be enough? Yeah. Okay. And then just flipping back to traceability, I'm sorry, I forgot to ask, substantial motivating factor obviously means it doesn't have to be a proximate cause. Okay. Thank you. Mr. -- Mr. Fletcher -- -- on -- on that point, you mentioned coercion -- you mentioned coercion repeatedly in terms of threats. Can there also be coercion in your view in terms of inducements? And, hypothetically --and I'm not saying this happened here -- but would a threat or an inducement with respect to antitrust actions qualify as coercion? And a threat or an inducement with respect to Section 230 qualify? But they -- they have a power to influence that. And is that -- would that be enough to say we're going to -- if you don't do X, we are going to change our position on Section 230? Sure. I understand that, but in terms of advocating for a change of Section 230, that could be coercion in your view? Okay. And how -- And how about -- how about saying you're killing people? Could that be coercion in some circumstances, that if you don't change your moderation policies, you're -- you're responsible for killing people? I'm not --I'm not -- listen, I'm not talking about the context-specific issues, and I understand you have arguments there, but could that in some circumstances, an accusation by a government that unless you change your policies, you're responsible for killing people, could that be coercion? On that question, in your view, when is the time that we should be considering that? Probably not today it seems, right? It would be the time that the Court in the first instance issued the PI. Is that -- is that your view? Might be the complaint? That is at the PI time? Okay. So that's the relevant date? Okay. And then, when we're looking at coercion, is it in your mind a relevant consideration that the industry is very concentrated and --and that, therefore, coordinati on problems that otherwise might be difficult with the media, which are very diverse, might not be present in some cases? I'm not suggesting that. The Knight brief does discuss this and says it might be a relevant factor that there's such a concentration that it makes coordination between government entities and private entities easier. Do you --do you disagree with that? No, I understand that. But in the context- specific inquiries we've discussed -- -- you've pointed out one way in which concentration might make it less susceptible to coercion. Do we have to account for the possibility as well that in some circumstances -- and I'm not -- again, not case-specific --it might make -- may make coercion easier? No. I --I -- I take -- -- I take your point. Thank you. You --you've spoke n with Justice Kagan about your best examples on traceability. How about redressability, given that by the time the PI came around, we're in '23? Then I'd like to talk just briefly about remedy. This is another example of a universal injunction, and the district court enjoined behavior by platforms that your clients didn't use and enjoined actions with respect to non-parties, not affecting your clients. We've seen an epidemic of these lately. What do we do about it? No, that's -- -- we hear that in every universal injunction case. But your clients are your clients. They're the only ones complaining. And it's their case. It's their controversy. And, normally, our remedies are tailored to those who are actually comp laining before us and not to those who aren't, right? Thank you."
top_petitioner,2006-071,"JAY F. HEIN, DIRECTOR, WHITE HOUSE OFFICE OF FAITH-BASED AND COMMUNITY INITIATIVES, et al. v. FREEDOM FROM RELIGION FOUNDATION, INC., et al.",JPStevens,0,0,0.8725376153180721,0.6286098300097234,35,Do we think have a duty to follow precedents that don't make any sense? Can I just add this thought before you answer. And isn't that exactly what Justice Stewart said in his concurring opinion?
top_petitioner,2024-045,"ENVIRONMENTAL PROTECTION AGENCY v. CALUMET SHREVEPORT REFINING, LLC",CThomas,0,1,0.870772575659208,0.6141025299295253,294,"Mr. Stewart, are there any limits to aggregating different claims and thereby determining venue in D.C.? Well, in -- let's just take this case with the refineries. What would be a limiting principle if you could just simply aggregate decisions about refineries? Does it have to be a change? What about an application of an existing rule or determination? But that's discretionary, isn't it? That's not a real limit? Mr. Waxman, one question. You say that this is a nationally applicable rule. How many refineries would have to be involved for it to be nationally applicable? Is it just more than one? But -- But I'm -- I'm -- let's just -- if we -- if we would just limit it to the refineries for now and small refineries, how would you know whether it's nationally applicable? Wouldn't it be -- wouldn't it be just accepted that if EPA announced the rule with respect to one refinery and -- that it would apply the same rule to future refineries? And would that make it a national rule? The mere -- -- fact that -- Just briefly. Mr. Waxman, you -- you -- you discussed determinations a minute ago, but what -- what would be your view of ""based on""? I think that's important as to what -- what content you give that. But the argument would be: If EPA develops a new rule and applies it to the refineries, that --that that is a nationwide rule. That --at least that's how I understand their argument. Well, let's say a new framework for determining whether or not the exemption applies to the small refineries. Well, they could -- EPA, however, could make a determination that's national in scope and effect. Why --how is that different?"
top_petitioner,2024-045,"ENVIRONMENTAL PROTECTION AGENCY v. CALUMET SHREVEPORT REFINING, LLC",JGRoberts,0,0,0.8697703762569182,0.7068740348144551,179,"We will hear argument first this morning in Case 23-1229, Environmental Protection Agency versus Calumet Shreveport Refining. Mr. Stewart. Thank you, counsel. Justice Thomas? Justice Alito? Justice Sotomayor? Justice Kagan? Justice Gorsuch? Justice Kavanaugh? Justice Barrett? Justice Jackson? Thank you, counsel. Mr. Waxman. Thank you, counse l. I am very sympathetic to the concern that venue provisions should be simple. I mean, it's the first step. It's where you go. It's not about the merits at all. You don't want to spend a lot of time litigating that. And you've suggested that your standard, just recently, is -- is a simple one. Now, in what respects do you think Mr. Stewart's proposal is not simple? Thank -- thank you, counsel. Justice Thomas, anything further? Justice Alito? Justice Sotomayor? Justice Kagan? Justice Gorsuch? Justice Kavanaugh? Anything further -- Anything further, Justice Kavanaugh? No? Justice Barrett? Justice Jackson? Thank you, counsel. Mr. Huston. Thank you, counsel. Justice Thomas? Justice Alito? Justice Sotomayor? Justice Kavanaugh? Justice Barrett? Justice Jackson? Thank you, counsel. Rebuttal, Mr. Stewart? Thank you, counsel. The case is submitted."
top_petitioner,2010-023,"ALBERT SNYDER, PETITIONER v. FRED W. PHELPS, SR., et al.",JGRoberts,0,0,0.8628570599107555,0.6268214072016292,604,"We will hear argument first today in Case 09-751, Snyder v. Phelps. Mr. Summers. Okay. Were you finished answering Justice Breyer's question? So you have no objection if the sign said ""Get out of Iraq"", an antiwar protest, in other words not directed at this particular individual? So no objection there? Perhaps you would like to answer Justice Alito's question. Thank you, counsel. Ms. Phelps. What is your answer to Justice Alito's question? Do you think the First Amendment would bar that cause of action or not? So you think there are situations where a tort of intentional infliction of emotional distress is allowed, even for a matter of public debate? Well, I understood the hypothetical, that the person disagreed with the war in Iraq and the sending of American troops there. The person selects the grandmother because he thinks that will give maximum publicity to his views. Now, is -- does the First Amendment bar that cause of action or not? Well, no -- Justice -- Justice Alito posed, the grandmother was returning from the grave of her grandson. She didn't enter the public discussion at all. So I'm anxious to determine whether in those circumstances you think the First Amendment allows that cause of action or not. Do you think it satisfies the normal tort or law against stalking for someone to come up to an individual and engage in discussion? I thought a lot more was required. Your response -- your response to Justice Alito is dwelling on the facts of this particular case. I'm interested in knowing what your position is on the broader question. Can you imagine a circumstance where this same type of discussion is directed at an individual and yet would give rise to the tort of emotional distress? I'm sorry, can or cannot? You can. Okay. So if you recognize that there can be a tort of emotional distress in circumstances like that, isn't that, the factual question of whether it rises to that level of outrageousness, which is part of the tort for the jury? Does it make -- I'm sorry. Does it make a-- --Does it make a difference, which seems to me to be the case here, that Mr. Snyder was selected not because of who he was, but because it was a way to get maximum publicity for your client's particular message? Well, assuming it is accurate, does that make a difference? Well, it might affect whether or not the selection inflicts emotional distress for a reason unconnected with the individual who is the subject of the emotional distress. In other words, if the person is selected because, as I indicated, it gives maximum publicity, rather than because of a particular connection to the matter of public debate, I wonder if that makes a difference. Well, so that what if -- did Mr. Snyder, the father, become a public figure simply because his son was killed in Iraq? Okay. So if he didn't take out -- if he didn't take out the usual obituary notice, then this case should come out the other way? All right. Well, let's just say he does nothing. He does nothing other than bury his son. He is then not a public figure? Well, that's because if he does nothing and it's not publicized, you don't get the maximum publicity that your clients are looking for. My question is, if he simply buries his son, is he a public figure open to this protest, or -- or not? Thank you, Ms. Phelps. Mr. Summers, you have 4 minutes remaining. Thank you, Mr. Summers. The case is submitted."
top_petitioner,2005-038,"ILLINOIS TOOL WORKS INC., et al. v. INDEPENDENT INK, INC.",JPStevens,1,1,0.8611375202865819,0.6266452779035607,678,"Do you think there's a distinction... do you think there's a distinction between components in cases where there's a one on one relationship between the tied product and the tying product and cases like this which involve metering? Do you think there's a different possible approach between the two? But your earlier point was we know that a whole lot of patents are not all that important. But is it not fair to assume that when a patent can generate metering in this particular kind of situation, that it... that it's a likelihood that it has more power than the average patent? But if it's... if it is true, as your opponent says... and I don't know if it is or not... that you're able to get twice the price for the ink than you otherwise would get, does that... is that any evidence of market power? Well, if it were what the record reflected. But isn't it also true that some... some economists disagree? And I'm just wondering if there's disagreement among economists, shall we take one view over the other? Can I ask you-- --Can I ask you how far your position extends? I think there's a good argument that if a patent is really a good patent, it doesn't really matter whether the patentee charges a very high royalty or gets a... reduces the royalty and gets profits out of the tied... tied product. In your view, is the rule sound that if it is a monopoly in the tied product, that there is an antitrust problem? In... in the tying product. Excuse me. In the tying product. I know that's all you're asking for-- --but I'm just wondering if it isn't... if it isn't the logical conclusion of your position that it really doesn't matter, even if there is a monopoly in the tying product. No, but I'm... I'm asking sort of an economic question rather than a legal question. If your position is all the economists say this is a lot of nonsense, I think maybe it's a lot of nonsense even if there's a monopoly in the tying product is what I'm suggesting. Well, it wouldn't be a new one. It would be just following the old IBM case and all those cases. No, but that's the example they're saying it would be following. It's not a brand new idea. But your... your answer to Justice O'Connor is there should be no distinction even if there is evidence that there's a long term relationship, a requirements relationship, and an increase in price. But isn't that also true even if there's monopoly power? That's what... I really think it's a very interesting question as to whether it makes any difference whether the monopolist who happens to have a patent just charges high prices for product A or decides to charge a little less for product A and make hay out of product B. No. I understand it's not. I'm just kind of curious about where we're going down... we're going down a new road in this whole area. I'm just wondering how... what our destination is. We're talking about components, for example. It doesn't seem to me it makes any difference whether General Motors has a monopoly or not when it wants to sell, you know, two components as part of the same package. Anyway, I've gone astray too much. I have to interrupt to say-- --I think your opponent would say the district court made a finding to the contrary. Okay. I'm kind of curious what your answer is to the Chief Justice's question. No, but the question is does the presumption make any sense at all outside of the requirements context. As I remember the text of section 3, it applies to other products patented or unpatented. Of course, one of the interesting aspects of this kind of discrimination is the victim of the discrimination is the more powerful buyer in these cases. I suppose you can do that under modern computer technology. You couldn't have done it 20 years ago."
top_petitioner,2023-015,LOPER BRIGHT ENTERPRISES v. RAIMONDO,JGRoberts,0,1,0.8559543924949428,0.700070605271151,407,"We'll hear argument next in Case 20 --Case 22-451, Loper Bright Enterprises versus Raimondo. Mr. Clement. You're just -- you're just -- you're just arguing that the statute's not ambiguous on that question. Well, but it seems -- it seems to me that you're not contemplating the possibility of another reason, another result. And that may be right. What you're saying is that this is not a case where there can be a number of different interpretations. But I don't think that's coming to grips with the Chevron question. Well, you were just saying, I mean, that the principle of exclusio unios answers the question. And if it answers the question, I -- I guess I don't understand how you even get to the Chevron issue, because Chevron, step one, you would give the same answer. So was I. (Laughter.) Thank -- thank you, Mr. Clement. The answer from Mr. Martinez on several questions about what happens when you, you know, get rid of Chevron in this case was Skidmore. And if Skidmore is going to occupy a more prominent role going forward, I -- I'd like to know exactly what your understanding of that principle is. Well, it's usually described as a deference doctrine. People talk about Skidmore deference. Thank you. Thank you. Justice Thomas? Justice Alito? Justice Sotomayor? Justice Kagan? Justice Gorsuch? Justice Kavanaugh? Justice Barrett? Thank you. General Prelogar, welcome back. Did I understand you in response to a question from Justice Thomas to say that Chevron doesn't apply to constitutional questions? Well, I know. But how you interpret statutes certainly can have an effect in raising particular First Amendment questions or otherwise. Does it apply in that situation? Department of Education has some rule. This applies to, you know, all -- all schools, you know, and it doesn't --it can apply to religious schools because this is how we interpret, you know, whatever the impact of the rule is, and when we interpret it that way, we don't think it raises any free exercise problems. So is there Chevron deference there? Yeah, and the agency says we don't think this causes particular constitutional problems. That's our expertise about how we apply this provision, and given that, we think there's no free exercise problem. Okay. Thank you, counsel. All right. Anything further? Justice Kagan? Justice Gorsuch? Justice Kavanaugh? Justice Barrett? Thank you, counsel. Rebuttal, Mr. Clement? Thank you, counsel, General. The case is submitted."
