track,precision,recall
bow,0.6233183856502242,1.0
bow,0.6236291126620139,1.0
bow,0.6234413965087282,0.9992006394884093
bow,0.6237524950099801,0.9992006394884093
bow,0.6240639041437843,0.9992006394884093
bow,0.6243756243756243,0.9992006394884093
bow,0.624687656171914,0.9992006394884093
bow,0.6245,0.9984012789768185
bow,0.6248124062031015,0.9984012789768185
bow,0.6251251251251251,0.9984012789768185
bow,0.6254381572358538,0.9984012789768185
bow,0.625751503006012,0.9984012789768185
bow,0.6255639097744361,0.9976019184652278
bow,0.6258776328986961,0.9976019184652278
bow,0.6261916708479679,0.9976019184652278
bow,0.6265060240963856,0.9976019184652278
bow,0.6268206931190357,0.9976019184652278
bow,0.6266331658291457,0.996802557953637
bow,0.6264454499748617,0.9960031974420464
bow,0.6262575452716298,0.9952038369304557
bow,0.6260694514343231,0.9944044764188649
bow,0.6263846928499497,0.9944044764188649
bow,0.6261964735516373,0.9936051159072742
bow,0.6265120967741935,0.9936051159072742
bow,0.626828038325769,0.9936051159072742
bow,0.6271442986881938,0.9936051159072742
bow,0.6274608783442706,0.9936051159072742
bow,0.6272727272727273,0.9928057553956835
bow,0.627589691763517,0.9928057553956835
bow,0.627906976744186,0.9928057553956835
bow,0.627718765806778,0.9920063948840927
bow,0.6275303643724697,0.991207034372502
bow,0.6278481012658228,0.991207034372502
bow,0.6276595744680851,0.9904076738609112
bow,0.6274708565636087,0.9896083133493205
bow,0.6277890466531441,0.9896083133493205
bow,0.6276002029426687,0.9888089528377298
bow,0.6279187817258883,0.9888089528377298
bow,0.627729812087354,0.988009592326139
bow,0.6280487804878049,0.988009592326139
bow,0.6278596847991865,0.9872102318145484
bow,0.6276703967446592,0.9864108713029577
bow,0.6274809160305344,0.9856115107913669
bow,0.6272912423625254,0.9848121502797762
bow,0.6276107997962302,0.9848121502797762
bow,0.627420998980632,0.9840127897681854
bow,0.6272310045894951,0.9832134292565947
bow,0.6270408163265306,0.982414068745004
bow,0.6268504338948443,0.9816147082334132
bow,0.627170582226762,0.9816147082334132
bow,0.6269800715380685,0.9808153477218226
bow,0.6267893660531697,0.9800159872102319
bow,0.6271099744245524,0.9800159872102319
bow,0.6269191402251791,0.9792166266986411
bow,0.6267281105990783,0.9784172661870504
bow,0.6265368852459017,0.9776179056754596
bow,0.6268580215274219,0.9776179056754596
bow,0.6266666666666667,0.9768185451638689
bow,0.6264751154438173,0.9760191846522782
bow,0.6267967145790554,0.9760191846522782
bow,0.6266050333846944,0.9752198241406874
bow,0.6264131551901336,0.9744204636290967
bow,0.6262210796915167,0.973621103117506
bow,0.6260288065843621,0.9728217426059153
bow,0.6258363355635616,0.9720223820943246
bow,0.6261585993820803,0.9720223820943246
bow,0.6264811952601752,0.9720223820943246
bow,0.6262886597938144,0.9712230215827338
bow,0.6260959257349149,0.9704236610711431
bow,0.6259029927760578,0.9696243005595524
bow,0.6257098606091894,0.9688249400479616
bow,0.6260330578512396,0.9688249400479616
bow,0.6258397932816537,0.9680255795363709
bow,0.6261633919338159,0.9680255795363709
bow,0.6259699948266942,0.9672262190247801
bow,0.6262939958592133,0.9672262190247801
bow,0.6261004660797514,0.9664268585131894
bow,0.6264248704663212,0.9664268585131894
bow,0.6262312078797304,0.9656274980015987
bow,0.6260373443983402,0.964828137490008
bow,0.6263622210690192,0.964828137490008
bow,0.6266874350986501,0.964828137490008
bow,0.627012987012987,0.964828137490008
bow,0.6268191268191268,0.9640287769784173
bow,0.6266250650026001,0.9632294164668266
bow,0.6269510926118627,0.9632294164668266
bow,0.6272774596564289,0.9632294164668266
bow,0.6270833333333333,0.9624300559552358
bow,0.6268890046899427,0.9616306954436451
bow,0.627215849843587,0.9616306954436451
bow,0.6275430359937402,0.9616306954436451
bow,0.627348643006263,0.9608313349320543
bow,0.6271540469973891,0.9600319744204636
bow,0.6269592476489029,0.9592326139088729
bow,0.6267642446419237,0.9584332533972821
bow,0.6265690376569037,0.9576338928856915
bow,0.6263736263736264,0.9568345323741008
bow,0.6261780104712041,0.95603517186251
bow,0.6265060240963856,0.95603517186251
bow,0.6263102725366876,0.9552358113509193
bow,0.6266386995280545,0.9552358113509193
bow,0.6264428121720882,0.9544364508393285
bow,0.626246719160105,0.9536370903277378
bow,0.6265756302521008,0.9536370903277378
bow,0.626379400945875,0.9528377298161471
bow,0.6261829652996845,0.9520383693045563
bow,0.6265123619147817,0.9520383693045563
bow,0.6263157894736842,0.9512390087929656
bow,0.6261190100052659,0.950439648281375
bow,0.6264488935721813,0.950439648281375
bow,0.6262519768054824,0.9496402877697842
bow,0.6260548523206751,0.9488409272581935
bow,0.6263852242744063,0.9488409272581935
bow,0.6267159450897571,0.9488409272581935
bow,0.6270470153195985,0.9488409272581935
bow,0.6268498942917548,0.9480415667466027
bow,0.627181385510312,0.9480415667466027
bow,0.626984126984127,0.947242206235012
bow,0.6273160402329275,0.947242206235012
bow,0.6271186440677966,0.9464428457234213
bow,0.6269210386857446,0.9456434852118305
bow,0.6272534464475079,0.9456434852118305
bow,0.6270557029177719,0.9448441247002398
bow,0.6268577494692145,0.9440447641886491
bow,0.6266595857673924,0.9432454036770583
bow,0.626461211477152,0.9424460431654677
bow,0.6267942583732058,0.9424460431654677
bow,0.6265957446808511,0.9416466826538769
bow,0.6269292176689728,0.9416466826538769
bow,0.626730564430245,0.9408473221422862
bow,0.6270644645711241,0.9408473221422862
bow,0.6273987206823027,0.9408473221422862
bow,0.6272,0.9400479616306955
bow,0.6275346851654215,0.9400479616306955
bow,0.6273358248798718,0.9392486011191047
bow,0.6276709401709402,0.9392486011191047
bow,0.6280064136825227,0.9392486011191047
bow,0.627807486631016,0.938449240607514
bow,0.628143392188336,0.938449240607514
bow,0.6279443254817987,0.9376498800959233
bow,0.6277450455275844,0.9368505195843325
bow,0.627545551982851,0.9360511590727418
bow,0.6273458445040214,0.935251798561151
bow,0.6276824034334764,0.935251798561151
bow,0.6280193236714976,0.935251798561151
bow,0.6283566058002148,0.935251798561151
bow,0.6286942504030091,0.935251798561151
bow,0.628494623655914,0.9344524380495604
bow,0.6288327057557827,0.9344524380495604
bow,0.628632938643703,0.9336530775379697
bow,0.6289714593430263,0.9336530775379697
bow,0.6293103448275862,0.9336530775379697
bow,0.6291105121293801,0.9328537170263789
bow,0.6289104638619202,0.9320543565147882
bow,0.6287101996762008,0.9312549960031974
bow,0.6285097192224622,0.9304556354916067
bow,0.6288492706645057,0.9304556354916067
bow,0.6286486486486487,0.929656274980016
bow,0.6284478096268253,0.9288569144684252
bow,0.6282467532467533,0.9280575539568345
bow,0.6285868976719003,0.9280575539568345
bow,0.628385698808234,0.9272581934452439
bow,0.6287262872628726,0.9272581934452439
bow,0.6290672451193059,0.9272581934452439
bow,0.6288659793814433,0.926458832933653
bow,0.6292073832790445,0.926458832933653
bow,0.6290059750135796,0.9256594724220624
bow,0.628804347826087,0.9248601119104716
bow,0.6286025013594345,0.9240607513988809
bow,0.6284004352557128,0.9232613908872902
bow,0.628198149156233,0.9224620303756994
bow,0.6285403050108932,0.9224620303756994
bow,0.6283378746594005,0.9216626698641087
bow,0.6281352235550709,0.920863309352518
bow,0.6279323513366066,0.9200639488409272
bow,0.6282751091703057,0.9200639488409272
bow,0.6280720917531404,0.9192645883293366
bow,0.6284153005464481,0.9192645883293366
bow,0.6282121377802078,0.9184652278177458
bow,0.6285557986870897,0.9184652278177458
bow,0.6283524904214559,0.9176658673061551
bow,0.6281489594742606,0.9168665067945644
bow,0.6284931506849315,0.9168665067945644
bow,0.6288377192982456,0.9168665067945644
bow,0.6291826659352715,0.9168665067945644
bow,0.6289791437980241,0.9160671462829736
bow,0.6293245469522241,0.9160671462829736
bow,0.6296703296703297,0.9160671462829736
bow,0.6300164925783397,0.9160671462829736
bow,0.6298129812981298,0.9152677857713829
bow,0.6296092460099064,0.9144684252597922
bow,0.6299559471365639,0.9144684252597922
bow,0.6303030303030303,0.9144684252597922
bow,0.6306504961411246,0.9144684252597922
bow,0.6304467733039162,0.9136690647482014
bow,0.6307947019867549,0.9136690647482014
bow,0.6305908337934842,0.9128697042366107
bow,0.6303867403314917,0.9120703437250199
bow,0.6301824212271974,0.9112709832134293
bow,0.6305309734513275,0.9112709832134293
bow,0.6303265080243498,0.9104716227018386
bow,0.6306755260243633,0.9104716227018386
bow,0.6304709141274238,0.9096722621902478
